proxy,value,n_height,type
XCd,-0.08,81.5,REG
XCd,-0.195,124,REG
XCorg,-26.42,-4740,REG
XCorg,-25.85,-4375,REG
XCorg,-26.68976,-4320,REG
XCorg,-26.70351,-4265,REG
XCorg,-27.87,-4205,REG
XCorg,-26.75104,-4075,REG
XCorg,-26.02,-3900,REG
XCorg,-25.98,-3767.5,REG
XCorg,-26.83933,-3721.5,REG
XCorg,-26.86109,-3634.5,REG
XCorg,-27.16,-3409.5,REG
XCorg,-27.38,-3221.5,REG
XCorg,-26.595,-2981.5,REG
XCorg,-26.94,-2691.5,REG
XCorg,-26.22,-2503.5,REG
XCorg,-27.755,-2252,REG
XCorg,-27.26604,-2015.5,REG
XCorg,-26.555,-1739,REG
XCorg,-28.67,-1334,REG
XCorg,-27.48889,-1124.5,REG
XCorg,-27.49515,-1100,REG
XCorg,-29.06,-880,REG
XCorg,-29.08,-620,REG
XCorg,-28.11,-501.5,REG
XCorg,-27.51,-339.5,REG
XCorg,-28,-203.5,REG
XCorg,-28.38,-138.5,REG
XCorg,-29.8,-101,REG
XCorg,-28.42,-90.5,REG
XCorg,-29.235,-76.5,REG
XCorg,-28.69666667,-48.5,REG
XCorg,-28.5375,-24,REG
XCorg,-28.285,-16.5,REG
XCorg,-29.948,-11,REG
XCorg,-30.544,-6,REG
XCorg,-26.00666667,-2,REG
XCorg,-26.04,2,REG
XCorg,-25.815,6,REG
XCorg,-25.2,10,REG
XCorg,-26.9,17,REG
XCorg,-25.545,27,REG
XCorg,-28.66166667,54.5,REG
XCorg,-25.54,81.5,REG
XCorg,-27.458,124,REG
XCorg,-27.81142,164.5,REG
XCorg,-26.2,470,REG
XCorg,-27.97613,823,REG
XCorg,-25,921,REG
XFeHr,0.81,-501.5,REG
XFeHr,0.81,-339.5,REG
XFeHr,0.825,-203.5,REG
XFeHr,0.72,-138.5,REG
XFeHr,0.78,-101,REG
XFeHr,0.7743552,-90.5,REG
XFeHr,0.7569408,-76.5,REG
XFeHr,0.775,-48.5,REG
XFeHr,0.6825,-24,REG
XFeHr,0.66,-16.5,REG
XFeHr,0.61,-11,REG
XFeHr,0.63,-6,REG
XFeHr,0.74,-2,REG
XFeHr,0.76,2,REG
XFeHr,0.78,6,REG
XFeHr,0.69,10,REG
XFeHr,0.4,17,REG
XFeHr,0.56,27,REG
XFeHr,0.612,54.5,REG
XFeHr,0.5925,81.5,REG
XFeHr,0.50375,124,REG
XFeHr,0.46,164.5,REG
XFeHr,0.467368421,470,REG
XFeHr,0.41,823,REG
XFePy,0.64,-501.5,REG
XFePy,0.5,-339.5,REG
XFePy,0.575,-203.5,REG
XFePy,0.78,-138.5,REG
XFePy,0.71,-101,REG
XFePy,0.6500671,-90.5,REG
XFePy,0.6453982,-76.5,REG
XFePy,0.5775,-48.5,REG
XFePy,0.673333333,-24,REG
XFePy,0.626666667,-16.5,REG
XFePy,0.765,-11,REG
XFePy,0.76,-6,REG
XFePy,0.7,-2,REG
XFePy,0.63,2,REG
XFePy,0.66,6,REG
XFePy,0.745,10,REG
XFePy,0.69,17,REG
XFePy,0.85,27,REG
XFePy,0.624,54.5,REG
XFePy,0.5025,81.5,REG
XFePy,0.5425,124,REG
XFePy,0.54,164.5,REG
XFePy,0.46,470,REG
XFePy,0.24,823,REG
XLi,9.88,-339.5,REG
XLi,7.7,-203.5,REG
XLi,7.5,-138.5,REG
XLi,6.556924,-101,REG
XLi,12.4,-90.5,REG
XLi,6.097269,-76.5,REG
XLi,8.4,-48.5,REG
XLi,9.65,-24,REG
XLi,0.3,-16.5,REG
XLi,0.533333333,-11,REG
XLi,4.774587,-6,REG
XLi,4.699542,-2,REG
XLi,9.3,2,REG
XLi,4.54945,6,REG
XLi,4.474405,10,REG
XLi,6.8,17,REG
XLi,4.15546,27,REG
XLi,3.7,54.5,REG
XLi,4.4,81.5,REG
XLi,1.557142857,124,REG
XLi,1.575763,164.5,REG
XLi,1.269230769,470,REG
XLi,1.25,823,REG
XN,2.725,-4740,REG
XN,2.38853,-4375,REG
XN,2.384451,-4320,REG
XN,2.380371,-4265,REG
XN,2.375921,-4205,REG
XN,2.36628,-4075,REG
XN,2.635,-3900,REG
XN,2.34351,-3767.5,REG
XN,2.340099,-3721.5,REG
XN,2.333646,-3634.5,REG
XN,3.49,-3409.5,REG
XN,2.2,-3221.5,REG
XN,0.8,-2981.5,REG
XN,2.263707,-2691.5,REG
XN,1.57,-2503.5,REG
XN,3.5,-2252,REG
XN,2.21357,-2015.5,REG
XN,0.98,-1739,REG
XN,1.58,-1334,REG
XN,2.21357,-1124.5,REG
XN,2.147487,-1100,REG
XN,2.145633,-880,REG
XN,2.129316,-620,REG
XN,1.61,-501.5,REG
XN,2.703333333,-339.5,REG
XN,2.110033,-203.5,REG
XN,2.41,-138.5,REG
XN,2.07154,-101,REG
XN,2.17,-90.5,REG
XN,1.74,-76.5,REG
XN,2.067646,-48.5,REG
XN,2.065829,-24,REG
XN,1.44,-16.5,REG
XN,2.22,-11,REG
XN,0.03,-6,REG
XN,-0.01243393,-2,REG
XN,0.01745434,2,REG
XN,0.26,6,REG
XN,0.07723086,10,REG
XN,0.12953532,17,REG
XN,0.20425597,27,REG
XN,0.21,54.5,REG
XN,0.61148354,81.5,REG
XN,1.006666667,124,REG
XO,19.935,-4075,REG
XO,20.58,-3900,REG
XO,20.885,-3767.5,REG
XO,20.87751,-3721.5,REG
XO,21.008,-3634.5,REG
XO,20.815,-3409.5,REG
XO,21.01866,-3221.5,REG
XO,21.36666667,-2981.5,REG
XO,21.04,-2691.5,REG
XO,21.27666667,-2503.5,REG
XO,21.15,-2252,REG
XO,21.85666667,-2015.5,REG
XO,21.51333333,-1739,REG
XO,21.32333333,-1334,REG
XO,21.61067,-1124.5,REG
XO,21.53,-1100,REG
XO,21.71142857,-880,REG
XO,21.16333333,-620,REG
XO,21.70333333,-501.5,REG
XO,21.41,-339.5,REG
XO,21.2075,-203.5,REG
XO,20.58833333,-138.5,REG
XO,20.74333333,-101,REG
XO,20.6,-90.5,REG
XO,21.07333333,-76.5,REG
XO,20.994,-48.5,REG
XO,20.99,-24,REG
XO,21.06,-16.5,REG
XO,20.09,-11,REG
XO,19.04,-6,REG
XO,18.98666667,-2,REG
XO,18.745,2,REG
XO,18.88,6,REG
XO,18.46333333,10,REG
XO,18.57,17,REG
XO,19.155,27,REG
XO,18.29166667,54.5,REG
XO,18.55011,81.5,REG
XO,18.19,124,REG
XO,18.39104,164.5,REG
XO,18.71,470,REG
XOs,5.02,-880,REG
XOs,9.01,-620,REG
XOs,6.724858,-501.5,REG
XOs,4.58,-339.5,REG
XOs,4.940228,-203.5,REG
XOs,4.28,-138.5,REG
XOs,4.326387,-101,REG
XOs,6.67,-90.5,REG
XOs,10.55,-76.5,REG
XOs,6.3425,-48.5,REG
XOs,3.1,-24,REG
XOs,3.820342,-16.5,REG
XOs,4.44,-11,REG
XOs,1.64,-6,REG
XOs,1.93,-2,REG
XOs,1.33,2,REG
XOs,3.685597,6,REG
XOs,3.661642,10,REG
XOs,2.37,17,REG
XOs,3.559834,27,REG
XOs,3.395145,54.5,REG
XOs,3.23345,81.5,REG
XOs,1.315,124,REG
XOs,2.736389,164.5,REG
XOs,1.2825,470,REG
XS33,0.034579142,-339.5,REG
XS33,0.044102072,-203.5,REG
XS33,0.067491781,-138.5,REG
XS33,0.051876645,-101,REG
XS33,-0.0151841,-90.5,REG
XS33,0.067740268,-76.5,REG
XS33,0.038379738,-48.5,REG
XS33,0.000182832,-24,REG
XS33,0.077328311,-16.5,REG
XS33,0.059514233,-11,REG
XS33,0.0578331,-6,REG
XS33,0.101080832,-2,REG
XS33,0.070264556,2,REG
XS33,0.05864964,6,REG
XS33,0.05892181,10,REG
XS33,0.004809576,17,REG
XS33,0.082710462,27,REG
XS33,0.080388822,54.5,REG
XS33,0.080235443,81.5,REG
XS33,0.056924615,124,REG
XS34,-21.18875,-339.5,REG
XS34,-19.11888889,-203.5,REG
XS34,-24.65444444,-138.5,REG
XS34,-23.28,-101,REG
XS34,-6.26,-90.5,REG
XS34,-27.7,-76.5,REG
XS34,-24.96111111,-48.5,REG
XS34,-15.065,-24,REG
XS34,-24.048,-16.5,REG
XS34,-28.964,-11,REG
XS34,-26.3561,-6,REG
XS34,-34.6,-2,REG
XS34,-31.2,2,REG
XS34,-26.64784,6,REG
XS34,-26.74509,10,REG
XS34,-24.56,17,REG
XS34,-29.23,27,REG
XS34,-31.14666667,54.5,REG
XS34,-32.37,81.5,REG
XS34,-30.41,124,REG
XSr,0.70718,-4375,REG
XSr,0.707065,-4320,REG
XSr,0.7070771,-4265,REG
XSr,0.70714,-4205,REG
XSr,0.7070799,-4075,REG
XSr,0.707025,-3900,REG
XSr,0.70706,-3767.5,REG
XSr,0.707085,-3721.5,REG
XSr,0.70716,-3634.5,REG
XSr,0.7070896,-3409.5,REG
XSr,0.70705,-3221.5,REG
XSr,0.70711,-2981.5,REG
XSr,0.7071,-2691.5,REG
XSr,0.70711,-2503.5,REG
XSr,0.7071065,-2252,REG
XSr,0.7071099,-2015.5,REG
XSr,0.70716,-1739,REG
XSr,0.707053333,-1334,REG
XSr,0.7071229,-1124.5,REG
XSr,0.7071232,-1100,REG
XSr,0.70709,-880,REG
XSr,0.70706,-620,REG
XSr,0.70713,-501.5,REG
XSr,0.70713,-339.5,REG
XSr,0.7071363,-203.5,REG
XSr,0.70711,-138.5,REG
XSr,0.7071378,-101,REG
XSr,0.707138,-90.5,REG
XSr,0.7071382,-76.5,REG
XSr,0.70716,-48.5,REG
XSr,0.7071389,-24,REG
XSr,0.70707,-16.5,REG
XSr,0.70717,-11,REG
XSr,0.7071392,-6,REG
XSr,0.7071392,-2,REG
XSr,0.70717,2,REG
XSr,0.7071394,6,REG
XSr,0.70709,10,REG
XSr,0.7071395,17,REG
XSr,0.7071397,27,REG
XSr,0.70716,54.5,REG
XSr,0.7071405,81.5,REG
XSr,0.707205,124,REG
XSr,0.7071417,164.5,REG
XSr,0.707363333,470,REG
XThU,0.11,-4740,REG
XThU,0.03,-4375,REG
XThU,0.08,-4320,REG
XThU,0.01,-4265,REG
XThU,0.0407919,-4205,REG
XThU,0.04291328,-4075,REG
XThU,0.04,-3900,REG
XThU,0.11,-3767.5,REG
XThU,0.06,-3721.5,REG
XThU,0.1,-3634.5,REG
XThU,0.04,-3409.5,REG
XThU,0.07,-3221.5,REG
XThU,0.01,-2981.5,REG
XThU,0.02,-2691.5,REG
XThU,0.06855754,-2503.5,REG
XThU,0.16,-2252,REG
XThU,0.03,-2015.5,REG
XThU,0.02,-1739,REG
XThU,0.04,-1334,REG
XThU,0.03,-1124.5,REG
XThU,0.07,-1100,REG
XThU,0.04,-880,REG
XThU,0,-620,REG
XThU,0.19,-501.5,REG
XThU,0.11,-339.5,REG
XThU,0.1060897,-203.5,REG
XThU,0.29,-138.5,REG
XThU,0.10776233,-101,REG
XThU,0.10793367,-90.5,REG
XThU,0.04,-76.5,REG
XThU,3.305864,-48.5,REG
XThU,5.801856,-24,REG
XThU,2.14,-16.5,REG
XThU,0.4,-11,REG
XThU,7.635645,-6,REG
XThU,8.043154,-2,REG
XThU,0.32,2,REG
XThU,8.858172,6,REG
XThU,0.27,10,REG
XThU,9.978821,17,REG
XThU,1.2,27,REG
XThU,9.34,54.5,REG
XThU,27.3,81.5,REG
XThU,18,124,REG
XThU,78.4,164.5,REG
XThU,37.1,470,REG
XThU,33.1,823,REG
XThU,22.3,921,REG
XThU,2.27,976,REG
XTOC,0.305,-4740,REG
XTOC,0.09,-4375,REG
XTOC,0.6882,-4320,REG
XTOC,0.681217,-4265,REG
XTOC,0.42,-4205,REG
XTOC,0.6570936,-4075,REG
XTOC,0.395,-3900,REG
XTOC,0.01,-3767.5,REG
XTOC,0.612275,-3721.5,REG
XTOC,0.6012291,-3634.5,REG
XTOC,0.55,-3409.5,REG
XTOC,1.22,-3221.5,REG
XTOC,0.235,-2981.5,REG
XTOC,0.34,-2691.5,REG
XTOC,0.6,-2503.5,REG
XTOC,0.645,-2252,REG
XTOC,0.395673,-2015.5,REG
XTOC,0.155,-1739,REG
XTOC,0.62,-1334,REG
XTOC,0.2825472,-1124.5,REG
XTOC,0.2793731,-1100,REG
XTOC,0.11,-880,REG
XTOC,0.19,-620,REG
XTOC,0.59,-501.5,REG
XTOC,0.324285714,-339.5,REG
XTOC,0.956666667,-203.5,REG
XTOC,0.408,-138.5,REG
XTOC,0.86,-101,REG
XTOC,1.08,-90.5,REG
XTOC,0.63,-76.5,REG
XTOC,1.1375,-48.5,REG
XTOC,1.56,-24,REG
XTOC,0.24,-16.5,REG
XTOC,1.68,-11,REG
XTOC,0.54,-6,REG
XTOC,0.71,-2,REG
XTOC,0.76,2,REG
XTOC,0.72,6,REG
XTOC,1.44,10,REG
XTOC,0.44,17,REG
XTOC,0.79,27,REG
XTOC,0.95,54.5,REG
XTOC,0.813333333,81.5,REG
XTOC,0.9925,124,REG
XZn,0.79,-1334,REG
XZn,0.7123002,-1124.5,REG
XZn,0.7162028,-1100,REG
XZn,0.83,-880,REG
XZn,0.8,-620,REG
XZn,0.626666667,-501.5,REG
XZn,0.738,-339.5,REG
XZn,0.833333333,-203.5,REG
XZn,0.98,-138.5,REG
XZn,1.08,-101,REG
XZn,0.99,-90.5,REG
XZn,0.8792325,-76.5,REG
XZn,0.905,-48.5,REG
XZn,0.85,-24,REG
XZn,0.8887897,-16.5,REG
XZn,0.8896657,-11,REG
XZn,0.8904622,-6,REG
XZn,0.74,-2,REG
XZn,0.8917365,2,REG
XZn,0.8923736,6,REG
XZn,0.8930108,10,REG
XZn,0.57,17,REG
XZn,0.445,27,REG
XZn,0.33875,54.5,REG
XZn,0.485,81.5,REG
XZn,0.905,124,REG
XZn,0.84,164.5,REG
XZn,0.82125,470,REG
